推文ID,发布时间,所属板块,点赞数,转推数,浏览量,实战含金量评分,完整推文正文
2060320435280195827,Fri May 29 11:20:45 +0000 2026,04_contracts_stock_perps,28,0,13924,6.4,"给看腻了各种美股，AI内容的各位，来点不一样的内容

今晚给各位说下HTX为何被英国政府纳入“制裁”名单的始末

这个事情有好多细节值得深思，有些事情也有些耐人寻味，毕竟这个时间点，对吧…. 

也给各位交易所老板们提个醒"
2060227818425090085,Fri May 29 05:12:43 +0000 2026,08_macro_first_principles,4,0,2161,5.8,"opus 4.8除了消耗token的速度更快之外，还有一个体感就是
以前：让ai 写代码执行xxx 任务
现在：让ai agent直接去执行xxx 任务

未来会有越来越多原本需要写代码的任务，可以由 agent 直接执行"
1662031595807580160,Fri May 26 09:43:06 +0000 2023,09_trader_mindset_essays,10,0,265,5.0,"one the hidden gems @marginx_io discovered
 @Tulip_Game_"
1793857622527140207,Fri May 24 04:12:40 +0000 2024,09_trader_mindset_essays,4,0,161,5.8,"Things do not always get better, but with time, we can get stronger, not only physically, financially and most importantly, mentally"
1925852847914021130,Fri May 23 09:54:34 +0000 2025,07_listing_lobbying_power,4,0,848,7.4,"Pre tge项目的kaito使用前说明书

先说结论：kaito 就是美甲店，不是整容医院；只能景上添花，不能改头换面

如果你觉得kaito是所谓的Infofi / AI算法，那你可以划走了. 都2025年，您就别看叙事了，要看谁在付费？谁在赚钱？

一言以蔽之，kaito现阶段就是一个基于x/twitter的media buy的（写手和流量）分发平台，且从支付手段上支持项目token的期权

一般来说，项目需要宣发需要找各种agency去找写手（编辑/记者/kol），然后有了内容需要去找类似prnewswire的平台或者kol自己的渠道（twitter/YouTube）发布并传播相应的内容；然后这些agency再汇总成一个报告告诉金主爸爸们，效果如何如何，触达了多少人等等

这里面有一个最大的坑就在于，impression/触达人群是一个非常模糊的指标，甚至好多博主和kol矩阵都有刷量的习惯，水太深，外行人就只能看热闹

kaito的核心就在于开创了一个“按效果付费”的kol media buy+x渠道众包模式（类似adsense），让项目方能有一把相对公平的“尺”去衡量该博主和推文的推广效果，并为此付费

项目方付费——》 kaito发布任务——》kol接单——〉kaito通过算法审核/衡量价值 ——》 打币给kol们

还有一个事情就是好多agency都会要求项目方直接支付u，或者50%u 50%代币，且该代币附带一个option，kaito也让项目方以代币期权的方式发放酬劳，一定程度上也缓解项目方的资金压力+ kol们have skin in the game

如果
1.你不差钱（kaito的设置费用不便宜），甚至想展示自己有钱的
2.计划在x上宣发项目
3.又没有什么识别kol的经验的话，
4.又不想找agency的话
5.有成熟的内容团队

那可能kaito是一个相对保险的路径，而且还能蹭上kaito自带的流量光环（因为好多接商单的博主都盯着呢，就像是一群骑手盯着饿了么的订单推送）

但是如果你说用kaito能上大所？能获得关注度？ ——还真不一定，你看过上了美团外卖推荐榜的商家就大赚的吗？

kaito只是一个基于x的kol众包的media buy渠道 - 它不改变本质，只是换了橱窗

kaito 就是美甲店，不是整容医院；只能景上添花，不能改头换面

再想想"
2057787350403752239,Fri May 22 11:35:10 +0000 2026,09_trader_mindset_essays,6,0,7829,5.0,"这个是资助境外势力

性质不一样了
给多少钱都不行 😂"
2057752280276124003,Fri May 22 09:15:49 +0000 2026,09_trader_mindset_essays,12,0,5441,6.6,"这。。。
跟若干年前的在线教育一样，一纸命令/政策，干死一个行业。。

不过这不就巧了么？ $ondo @xStocksFi  这波要接住啊 https://t.co/7jqjMFG3zN"
2057748342323732583,Fri May 22 09:00:10 +0000 2026,09_trader_mindset_essays,73,14,42232,7.9,"加密世界的合规进化论 （2016-2026） 终于发出来了

全文文长25k，内容包含 50+case ，40+条例/法规，非常之硬核，基本上包含了加密合规的演进之路，法规变化的趋势、各个标志性事件对于行业的影响分析等等

本文仅适合给从业人员，交易所/稳定币协议的高管，适合反复阅读

我听了小伙伴的建议，尝试发在substack上，有兴趣的可以去订阅（72h后涨价），因为非常硬核、晦涩，之后看反响，看下要不要订阅的小伙伴做个presentation给大家梳理 🤣 

https://t.co/oDMLBYKeDP"
2057664675152896149,Fri May 22 03:27:42 +0000 2026,03_contracts_oracle_pricing,19,1,14292,8.0,"看着大家评论的怨气比较重，我统一回复一下昨天说的Binance tradfi和pre ipo上市较慢的原因。。

先声明一下：我很久没看ADGM的规则了，我大概说一下我还记得的事情，肯定会有偏差，大家看个大概就行

1. 永续合约在ADGM大概率被归类为 Contract for Differences (CFD) 或类似的衍生品——因为它没有交割，只是基于标的资产价格波动结算。

然后根据FSP Scope，Dealing in Investments (Derivatives) 是单独的permitted activity

我没仔细看，但Binance在ADGM的现有牌照大概率目前只覆盖Crypto Spot或Crypto Derivatives(以加密资产为标的)，那做美股/原油/Pre-IPO为标的的衍生品时，标的资产类别变了，就需要扩展scope。（你可以理解标的范围）

这一点很重要:FSRA给的permission是按""标的资产类别 + 活动类型""两个维度切的，标的从Crypto扩展到Traditional Assets(equity、commodity、index)是一次实质性的scope变更，从框架不是""反正都是衍生品就一起做了""的即视感。

2. 还有一个就是Underlying Asset的数据源、价格发现机制要审

这是衍生品监管的核心关注点之一：你的标的价格从哪来?

美股永续 → S&P / Nasdaq的官方行情授权?还是用Chainlink这种聚合预言机?
原油永续 → 用WTI / Brent的期货价?用什么数据源?

Pre-IPO永续 → 这是最敏感的，因为Pre-IPO根本没有公开市场价,价格发现完全是黑箱。FSRA几乎肯定会问：你怎么定义结算价?有没有操纵风险?出了事咋办？

3. 除了以上这两个大项，还有其他什么retail保护，杠杆设置 etc有的没得的细节

反正这个“合规”真的不是调侃，是真的需要做的东西

4. 说一个有意思的事情
你们知道ADGM在2019年颁布的监管框架是谁写（主持）的吗？🤣🤣

对了，就是BN现在的co- CEO @_RichardTeng 就是这么巧～ 😂🤣"
2057630281923006507,Fri May 22 01:11:02 +0000 2026,09_trader_mindset_essays,47,1,12390,6.8,"2026年q2都要结束了，拜托各位就不要再把 $hype 归类为perpdex了好伐。。。就不是一类标的

内核决定了下限，触达形式决定了上限

已经一揽子空了其他所有异动的其他 perpdex ，逻辑就是这么朴实无华。。"
1923217502433128620,Fri May 16 03:22:38 +0000 2025,09_trader_mindset_essays,1,0,529,5.0,"@_FORAB 说句实话，alpha的高性价比主要还要感谢ok和bybit的衬托….

都是1-2m的预算，还不如冲一波

至少给投资人有个交代，咱们尽力了…"
1923216295576608927,Fri May 16 03:17:51 +0000 2025,08_macro_first_principles,6,0,3219,5.0,"@broleon @BNBCHAINZH 上了alpha后先赶紧跑咯….
看产品结构跟最近某个ai agent太像了
应该是弃了之后 换这个"
1923206765664977106,Fri May 16 02:39:59 +0000 2025,09_trader_mindset_essays,2,0,883,5.8,"@0xcryptowizard 因为做出决定和接受结果的那一刻是孤独的，所以人都想在做决定之前找个陪伴，接受结果时找个伙伴，不管结果好坏
毕竟人是群居生物，这么做也是人之常情

但是恰恰交易就是反人性的，反群居，反陪伴的

想找到alpha，就先把自己训练成alpha 
先享受孤独寂寞冷"
2055403005478912477,Fri May 15 21:40:38 +0000 2026,09_trader_mindset_essays,13,0,11669,5.6,"坐等特朗普的反转

我知道一定有反转，我只是不知道是啥事而已"
2055402557967589548,Fri May 15 21:38:52 +0000 2026,09_trader_mindset_essays,4,0,2644,5.0,我怀疑 @elonmusk 应该没吃饱….
2055402044584841664,Fri May 15 21:36:49 +0000 2026,09_trader_mindset_essays,1,0,2916,5.0,"初级脑力/智利劳动以肉眼可见的速度被transformer的AI替代

big 4里的junior 和associate看到这个应该菊花一紧…"
2055361391125516726,Fri May 15 18:55:17 +0000 2026,09_trader_mindset_essays,2,0,1609,5.0,"还是怀念那个把脏话写成段子的老罗

清奇而不庸俗
轻松有趣又伤人
娱人娱己还把傻x传播出去"
2055276891989229982,Fri May 15 13:19:30 +0000 2026,09_trader_mindset_essays,2,0,2384,5.0,此时此刻 真如彼时彼刻 🤣
2055084469388808258,Fri May 15 00:34:53 +0000 2026,09_trader_mindset_essays,4,0,324,5.0,"@predicttime_ @tre_poh @Polysights Omg @tre_poh 
Shut up and take my money"
1657050789721047040,Fri May 12 15:51:09 +0000 2023,09_trader_mindset_essays,0,0,118,5.0,"So google #BardAI vs openAI #ChatGPT 
When #tsla @elonmusk ?"
1657032994706563073,Fri May 12 14:40:26 +0000 2023,09_trader_mindset_essays,5,0,128,5.0,"Dont worry 
@marginx_io is here for u"
1788807931125027019,Fri May 10 05:46:59 +0000 2024,05_contracts_mm_token_loan,87,81,978,5.6,onchain summer @marginx_io @cosmos
1920876161678356596,Fri May 09 16:18:59 +0000 2025,05_contracts_mm_token_loan,49,2,16818,10.0,"最近写的东西越来越没有人看了，所以就没什么动力了🤣

文接上文
先列几个数据：
1. 从 https://t.co/PHfjjALJbH 的数据来看， $sign 目前的流通量为1.2b (12亿） （12%），然后大部分流通的都在sign的deployer里面（holder list 5），占了9.7%

2. 剩下的2.3%都分布在交易所，其中binance占了接近1.2%（120m左右）在bn挂在盘面上的token数是 14m左右

3. 从转账记录的看，bn对大额的转账都会有延迟/监控，大额资金来进入应该不是很容易，且频率不高（如图显示，应该是mm的调资转账，八卦一句，gate上的价格偏低啊）

4. 今天bn上 $sign 的活期存款利率已经达到年化 42% （bybit是30%） ，然后sign 的合约费率依然是正的，而且是一小时收取一次

5. 链上行为基本 = 0 ， 开盘至今1500+转账记录

6. 从交易所的现货/合约盘口也收得很近，基本没有套路空间。

以上基本可以排除以下原因的借币需求：
链上/协议的超额收益；跨所所套利；资金费率套利；

从交易挂单来看，bn盘面只有14m+ token 的挂单 - 空间很大
我们假设大部分的用户都会把闲置的币都放进去earn的话，而earn的收入来源自借贷 - （并且earn最近更新了条款，并不是用户解质押就能获得币，得看当时候的市场借贷情况）

所以，我大胆猜测：
有人盯上了 $sign 的基本盘，想通过大量借贷来进一步减少市场的流通量 ，至于要干什么？我也不知道？

我此刻只能手动 @thecryptoskanda @0xcryptowizard @LeotheHorseman @broleon 几位老师来分析一下 🤣 
 🤣"
2052872440435327429,Fri May 08 22:05:04 +0000 2026,09_trader_mindset_essays,1,0,334,5.0,@luyaoyuan 大姨夫 大姨父 傻傻分不清楚
2052856781836308789,Fri May 08 21:02:51 +0000 2026,02_contracts_clearing_adl,5,0,3122,7.8,"A core thesis proven over crypto's last decade: every permissioned, relationship-based financial intermediary eventually gets disrupted by open, mechanism-driven smart contracts. Uniswap unbundled traditional market makers, Aave decentralized lending desks, and Hyperliquid is replacing centralized perps.

With every wave of disruption, the legacy narrative is always ""institutions bring real value."" Yet, without fail, those institutions are forced to capitulate to the new on-chain reality.

The ""token loan + call option"" model is the last citadel of this institutional privilege. It’s survived for ten years purely due to missing infra: permissionless token lending and inverse primitives. Once we plug these gaps, liquidity provisioning gets decentralized—shifting power away from a few institutional gatekeepers directly to anyone holding the token."
2052854024668614686,Fri May 08 20:51:54 +0000 2026,09_trader_mindset_essays,3,0,3406,5.0,"吃过兰州牛肉拉面的都知道，这个就不是在兰州

谁家兰州牛肉拉面真的给牛肉片的？！ ？！"
2052816996404994456,Fri May 08 18:24:46 +0000 2026,05_contracts_mm_token_loan,41,11,16286,7.9,"又来给大家喂细糠了

当我们在说 @binance @okx @coinbase 开赌场的时候？ 非常赚钱的时候？它们到底是通过什么“机制”和方式赚钱的？

一般人都会说“割韭菜”/”开赌场“？ —— 那到底是怎么割的呢？

其实秘密就藏在”撮合引擎“  —— 不同的品类，不同的逻辑，不同的响应方式，不同的算法得出的结论都会天差地远，比起什么庄家edge还可怕

即使你有着神一样的判断，但是价格始终不撮合，你还是那个卑微的第三者

本文应该是CT少数几篇结构化探讨不同交易类型撮合机制的深度文章了，大家且看且珍惜 😂 

ps：又是一篇从业者应该要看的科普文章"
2052791084942578098,Fri May 08 16:41:48 +0000 2026,09_trader_mindset_essays,4,0,2481,6.6,"普通人：soga 原来真的有ufo

crypto folks：一个无与伦比的新meme概念冉冉而生 🤣

坐等elon 互动/评论/转发 …. 

我怎么感觉有点二次元出来的感觉…. https://t.co/Lgf0S0eqKW"
2052635778552091040,Fri May 08 06:24:40 +0000 2026,09_trader_mindset_essays,195,37,125381,6.2,https://t.co/W8saEe8UqK
1522449089614401536,Fri May 06 05:32:03 +0000 2022,09_trader_mindset_essays,5,1,0,5.8,"It is just not practical to stuff everything on one chain. Different solution for different business need, that’s the way"
1654380501342494720,Fri May 05 07:00:23 +0000 2023,05_contracts_mm_token_loan,1,0,223,5.0,Which #memecoins  can overtake #pepe @pepecoineth
1654378974733287429,Fri May 05 06:54:19 +0000 2023,05_contracts_mm_token_loan,0,0,123,5.0,Will u short or long the #PEPE @pepecoineth #memecoins ? And why?
1786289829715821010,Fri May 03 07:00:57 +0000 2024,09_trader_mindset_essays,172,159,818,5.6,"Congratulations to all 2356 recipients 
@marginx_io"
1918206486288957803,Fri May 02 07:30:39 +0000 2025,09_trader_mindset_essays,21,6,1984,7.3,"Do NOT judge a book by its cover
But you can judge an AI data layer by its data tokens
4.3 trillion (and it’s still growing) ,probably the largest AI data layer
#pundiai @PundiAI https://t.co/yixf2Okklf"
1918188058635321671,Fri May 02 06:17:26 +0000 2025,04_contracts_stock_perps,2,0,417,5.8,"看你的rwa是什么资产类型的？ 在哪一个管辖权的？会计准则和当地税务？
假设是什么房地产/美股/美债之类的- 这种没什么必要的资产上链，那就有一堆，随便搞个spv，把里面的股份代币化一下就可以了

但是如果你要说是消费贷等资产证券化的衍生品- 这种需要实操经验，而又愿意分享的那推上基本没有- 这些都是花钱咨询给的方案啊，能卖钱啊"
2050203145041830208,Fri May 01 13:18:15 +0000 2026,09_trader_mindset_essays,5,0,5014,5.8,"我先说看法哈…
马斯克这么做是很傻的… 先不说有没有正向作用，实际可能还是反效果

你是证人，给证词的，不是去辩论的
而且还是个公众人物
你让陪审团和法官怎么看你
辩论就交给律师

你是过了把嘴瘾，但你的律师脑壳可就太疼了… 尤其是马斯克还说什么这个案件会成为慈善法的先例precedent.. 我都疯了

金句不会让你打赢，但是逻辑和怎么适用法律才会"
2050153394380394629,Fri May 01 10:00:33 +0000 2026,09_trader_mindset_essays,9,1,7216,5.0,"应该是我的错觉 
怎么有点像 pandora 404…."
2050147070657630229,Fri May 01 09:35:26 +0000 2026,09_trader_mindset_essays,17,1,6103,5.0,空着也把钱赚了才是有意思的
2050125807935541262,Fri May 01 08:10:56 +0000 2026,09_trader_mindset_essays,9,0,3649,5.0,"@cryptoxiao 最烦你们这种卷王了。。我刚接完，你们就做出来了。。
还让人怎么好好玩耍啊～ 🤣 
只要我不够快，我就不用学了嘛。。 🤣"
2050125087320490227,Fri May 01 08:08:04 +0000 2026,05_contracts_mm_token_loan,25,3,7486,9.0,"有朋友问， $pundiai 这个市值不到5m的币，怎么上了 @Aster_DEX 之后的表现还可以啊，都在问这个是怎么在没有交易激励下做到的。。。。这个熊市有谁还愿意来玩。。

其实方法很简单 - 用机制，让套利者/mm进来陪你玩

已知：
1. 现在是负费率：short pays long ，现在aster的持多仓的年化大概是217%，而持多仓要对冲的话，就需要在其他地方借贷开空仓来对冲

聪明的你，是不是联想到了 @youcanshortit 

对的，目前在 https://t.co/HJByC2ahKH 的借贷开空利率年化是2.7% 

所以收益是 217% - 2.7% = 214.3% 的年化收益 ，是你的话，你会来薅这个羊毛吗？ 

有机制代替mm和交易激励才是时代正解，你学会了吗？

给那些上了 @Aster_DEX 的alpha项目方，你其实不需要额外花钱给mm，也不需要做什么token loan，这里有一个对于项目方来说近乎无成本的机制，你只需要把token stake进来协议就行，剩下的，让时间和市场来完成

$xcn @Onyx  $pros @pharos_network $blend 

@youcanshortit 的妙处还不止于此呢～"
1641622732306792448,Fri Mar 31 02:05:33 +0000 2023,09_trader_mindset_essays,8,4,456,5.8,"Maker liquidity pool has a trading loss of $34109 (-7.35%) during the past two weeks and the accrue platform fee is $7351

https://t.co/a0SvK4awvg"
1773611787750944775,Fri Mar 29 07:22:56 +0000 2024,09_trader_mindset_essays,7,2,236,5.0,Meet us in 🇭🇰
1773597142386401508,Fri Mar 29 06:24:45 +0000 2024,05_contracts_mm_token_loan,4,0,77,5.8,"@BaaBaaStudios @marginxyz @functionx_io Do u want to launch a #memecoin on @marginx_io , let me know"
1773568796210438190,Fri Mar 29 04:32:06 +0000 2024,05_contracts_mm_token_loan,104,90,834,7.2,"thanks @RooRooCoin for the pocket money
another 100x 

my treasure hunt journey on @marginx_io continue
https://t.co/DtiC1fEaIY 
 
@functionx_io https://t.co/3KOfBjWLdT"
1773565993526161840,Fri Mar 29 04:20:58 +0000 2024,09_trader_mindset_essays,3,1,400,6.6,"@indrawxyz $melon is @ $7100 now...

ho lee

anyone want some $melon? https://t.co/rspZKVfU1K"
1773544787838177459,Fri Mar 29 02:56:42 +0000 2024,09_trader_mindset_essays,9,5,401,5.8,"2m to 3m tvl -30days
3m to 10m tvl - ? days?

Want to make a guess? @marginx_io 
@functionx_io"
1905639816840319140,Fri Mar 28 15:15:12 +0000 2025,09_trader_mindset_essays,29,9,9726,7.3,"系香港Web 3 Festival 玩到攰？過嚟食熱辣辣嘅雞煲啦咁！

感谢 @PundiAI 和 @zetachain @ZetaChain_CH  老板们的赞助，4月8日晚9点-2点组了一个鸡煲宵夜局，是一个private event，来的都是各个领域的大佬OG和家人们，有媒体/kol/项目/交易所/工具/vc等等... 好久不见，大家聚聚

说到为什么这次的主题这么接地气 - 吃鸡煲；两个原因：1，因为我们把钱都用到刀刃上（人均预算高到发指），没有明星/排场/噱头/dj，就是为了让大家在忙了一整天后，能够吃上一口热乎饭；
2. 当晚只有八卦，没有工作；只有人情，没有事故；只有初心，没有算计

吃完。喝完。聊完。我们再出发

因为场地有限，能邀请的人数有限，实在是抱歉。
我只能在这个推下抽取5位踊跃互动的朋友一起来“吃鸡”

麻烦大家帮忙转发、传播出去（帮我完成我的kpi）🙏🙏🙏
#香港Web3嘉年华 #Web3Festival"
1905635792149770440,Fri Mar 28 14:59:12 +0000 2025,09_trader_mindset_essays,4,0,63,5.0,@Defaicon @PundiAI see you guys soon
1905620907433099432,Fri Mar 28 14:00:03 +0000 2025,09_trader_mindset_essays,0,0,404,5.0,@LonersLiu 大哥，现在不是道光年间了，v3甚至v4（进阶版的33）麻烦看一下
2037554616876126682,Fri Mar 27 15:37:31 +0000 2026,09_trader_mindset_essays,5,0,2461,5.8,今天x的更新可以啊… 除了play 按钮，还有这个dislike  👎 https://t.co/GnT0ZwPfbP
2037550984160043222,Fri Mar 27 15:23:05 +0000 2026,09_trader_mindset_essays,2,0,3347,7.3,"我好像发现了x针对文章的新功能…
就是文章右边👉的那个play > button

点击之后，是语音阅读（虽然wechat领先了n个版本）
对于不想看长文的小伙伴有福了啊，这下又少了一个不看长文的理由了

其实就是一键收听（其实就是照着读） 我试了一下，还蛮适合助眠的

不过好像不是所有文章都支持，我看了一眼我的文章列表，目前支持了两篇，不清楚筛选标准是啥

另一篇的语音就很搞笑，我就不剧透了，大家有空自己去听听看😂😂"
2037539096965632346,Fri Mar 27 14:35:51 +0000 2026,09_trader_mindset_essays,2,0,6327,5.0,"年少时候 谁没有梦
无意之中 你将心愿透露
就在你回京的时候
…."
2037449010999624075,Fri Mar 27 08:37:52 +0000 2026,02_contracts_clearing_adl,10,0,6963,7.7,"前两天说到 $freedomofmoney 这个 #bnbchain 的meme的apy爆表了。。
有小伙伴说，流动性太少了。。

经过这两天的不懈努力，我终于说服一个 freedom of money的大户答应把 up to 1% 的筹码拿过来 https://t.co/HJByC2ahKH 给大家玩玩 （目前是20k，这两天看情况再添加）

大家如果觉得这个由cz写的新书的meme就是个笑话的，目前接近12m的市值（已经上了alpha）- 我们这里给大家一个机会来short （全网性价比最高的方式）

你要是觉得 freedom of money包上perp的，也欢迎你把token stake进来赚利息，反正放着也是放着

还有 https://t.co/HJByC2ahKH 是一个无许可平台，任何人都可以来这里创建交易对，添加流动性，自己做庄家 permissionless and self service

你添加流动性，我来找对手盘"
2037422879286132978,Fri Mar 27 06:54:02 +0000 2026,09_trader_mindset_essays,1,0,1473,5.0,@Web3Feng 财富没有转移 只是升华了
2037410686633222582,Fri Mar 27 06:05:35 +0000 2026,09_trader_mindset_essays,2,0,2260,5.0,按照这个逻辑 tiktok instagram 是不是也逃不掉？ 😂
2037404762728022506,Fri Mar 27 05:42:03 +0000 2026,09_trader_mindset_essays,3,0,2300,7.3,"最近刷到荒野求生的真人秀，原来在野外狩猎大型动物时时，受限于武器，猎人们其实并不追求一击必杀，更多是让其受伤，持续掉血

然后猎人就保持距离尾随，一直到猎物因失血过多倒地，再去补刀收割

期间还要警惕四周是否有其他动物夺食

这么一说，是不是有点 $siren $bard 的感觉啦 😂

怎么说呢？凭什么散户就要做猎物呢？ 说好的meme 和alpha，怎么沦为了收割工具

今天稍晚时候 https://t.co/HJByC29JV9 发一个好玩的东西，可以假装待一下 😂"
1639254853867438086,Fri Mar 24 13:16:27 +0000 2023,09_trader_mindset_essays,23,13,564,6.6,"Sweet and juicy real yield on @marginx_io 
Not bad huh
I heard the door is closing soon https://t.co/rUaETffMVX"
1771009522624327789,Fri Mar 22 03:02:28 +0000 2024,09_trader_mindset_essays,0,0,24,5.0,@Slerfsol who doesnt？
1771009357179969580,Fri Mar 22 03:01:49 +0000 2024,09_trader_mindset_essays,2,0,53,5.0,@indrawxyz @functionx_io worms want catfood $wff
1636676432628969473,Fri Mar 17 10:30:44 +0000 2023,09_trader_mindset_essays,2,0,143,5.8,"生于忧患，死于安乐
“bull markets are born on pessimism, grown on skepticism, mature on optimism, and die on euphoria.” 
#bulltrap #BTC"
1636674699756453888,Fri Mar 17 10:23:51 +0000 2023,09_trader_mindset_essays,2,0,1346,5.0,"@BTCdayu 同感。牛市始于忧患，终于安乐
因为悲观、失望，所以没有负担的成长"
2032340321053593715,Fri Mar 13 06:17:46 +0000 2026,09_trader_mindset_essays,6,0,3616,5.0,应该是养的小龙虾🦞搞错了… 理解错了指令吧～
2032323319203315913,Fri Mar 13 05:10:12 +0000 2026,09_trader_mindset_essays,18,1,11322,7.2,"来，给小龙虾🦞的朋友们瞅瞅

这就是你们口中说要改变世界，一个打十个，赚够一个亿的小龙虾

私钥弄丢都是小事了…

不是🦞不够好，而是你我还不值得

咱们再等等吧，现阶段的openclaw还没变身

那些让小龙虾帮你交易的小伙伴，心是真大 https://t.co/vbTFXo70GF"
2032321266984894610,Fri Mar 13 05:02:03 +0000 2026,09_trader_mindset_essays,2,0,1194,5.0,"@lilk1kopops 我怀疑你在骂我…. 但是我没证据 😂
我也是个人啊…."
2032306537314861536,Fri Mar 13 04:03:31 +0000 2026,09_trader_mindset_essays,24,1,7636,7.0,"说一个得罪所有说在 #polymarket  有xxx%准确率的监测工具（们）…. 

假设你在Polymarket上用了一个链上监控工具，它号称能识别""鲸鱼知情交易""，准确率高达95%。听起来很牛对吧？

但先看一个关键数字：在所有大额买单中，真正来自知情鲸鱼的只有1%。这就是基础概率。

现在工具弹出警报：""检测到鲸鱼买入！"" 你跟不跟？

别急，拆开算一下。假设市场上刚刚出现了10,000笔大额买单：
第一步——找真鲸鱼。10,000笔里只有1%是真的知情交易，也就是100笔。工具准确率95%，所以它能抓到其中的95笔。

第二步——数误报。剩下9,900笔都是普通交易。工具有5%的误判率，会把其中495笔错误地标记为""鲸鱼""。

第三步——算总账。工具一共响了多少次警报？95 + 495 = 590次。但其中只有95次是真的。

P(真鲸鱼 | 工具报警) = 95 / 590 ≈ 16%
一个""准确率95%""的工具告诉你有鲸鱼，实际上只有16%的可能是真的。剩下84%的时候，你在跟风一笔完全随机的普通交易。

为什么会这样？因为真鲸鱼太稀少了（1%），而普通交易太多了（99%）。哪怕误判率只有小小的5%，乘上庞大的基数，假警报的数量也会远远淹没真信号。

你如果觉得16%其实还行啊… 那如果真相是真实的鲸鱼/聪明钱只有0.01%呢？😂

所以下次你看到链上工具弹出""巨鲸异动""的提醒，先别急着冲进去——问问自己：分母有多大？"
2032303280605249800,Fri Mar 13 03:50:35 +0000 2026,09_trader_mindset_essays,21,0,32324,7.2,"春江水暖酒先知

怎么知道新加坡🇸🇬消费力减弱了
- 30年的Hibiki居然机场有现货….

怎么知道新加坡🇸🇬消费降级了
- 30年的Hibiki居然会打折？！？！

中东局势虽然不稳定，但大佬们慢点来啊… 我好久没看到不加价的Macallan 30了

去他的什么房屋租金指标，在新加坡你就看酒的价格，这就是经济晴雨表 https://t.co/8YZt1T3vAh"
2032275634937119181,Fri Mar 13 02:00:43 +0000 2026,05_contracts_mm_token_loan,41,3,26659,7.2,"啊… 各位，你们是怎么看的啊…

这很明显指的就是 $wlfi 啊… 跟 $pippin 的情况不能说有点类似，根本就是一模一样啊…. 

560k的交易量，12m的oi - 你说他们是来玩耍的？不小心垒起来这么多oi的？ 😂 https://t.co/vPcoT3gMUB"
2032273893130412077,Fri Mar 13 01:53:48 +0000 2026,09_trader_mindset_essays,9,0,4155,5.8,"感谢 @PANews 的邀请让我去吐槽了两句 😂

你要是高级玩家，那你当我没说… 但你要是普通人，没什么架构能力，没什么动手能力，甚至不知道怎么拼装，那食用龙虾🦞要谨慎 

养🦞的用户画像：可能是lego发烧友

anyway 如果你是新手，装了各种skills，觉得很有意思，那接下来建议你去学习一下啥叫markdown文件 .md

你的钱包会感谢我"
2032270069531885984,Fri Mar 13 01:38:36 +0000 2026,09_trader_mindset_essays,2,0,4187,5.0,@sanyi_eth_ 我发的不是，就是单纯觉得可以试试
1634197322933604353,Fri Mar 10 14:19:38 +0000 2023,09_trader_mindset_essays,11,3,404,5.8,"Thank you everyone 
We will launch the #realyield farming program ie stake to earn @marginx_io ‘s platform fee + trading profit on epoch3"
1634195493671829504,Fri Mar 10 14:12:22 +0000 2023,09_trader_mindset_essays,1,0,89,5.8,"The shortcuts you take today, they will come back and hunt you down in the near future"
1634089504985464832,Fri Mar 10 07:11:12 +0000 2023,05_contracts_mm_token_loan,2,0,375,5.8,@justinsuntron @CoinDesk @nansen_ai @HuobiGlobal @thesamreynolds I am not surprised if @justinsuntron self orchestrated the recent #HT needle incident 😝
1634089002931474434,Fri Mar 10 07:09:12 +0000 2023,09_trader_mindset_essays,7,5,112,5.8,"@scottmelker if u r sending token to #defi protocols, u r no longer in control of ur funds anymore
U r giving the #defi #CEX a low (sometimes, negative) interest loan
Please do NOT enjoy"
1634029920778338310,Fri Mar 10 03:14:26 +0000 2023,09_trader_mindset_essays,3,0,168,5.0,So u think #TradFi and #bank are safer #defi ?
1765951152406052908,Fri Mar 08 04:02:19 +0000 2024,09_trader_mindset_essays,1,0,23,5.0,@marginxyz Shut up and take my money
1898035429032837540,Fri Mar 07 15:38:04 +0000 2025,05_contracts_mm_token_loan,2,0,595,5.8,"$gps 的事情不是很明显嘛….
你有两个mm 一个正常做事，一个砸盘
然后正常做事的mm 居然没有质问项目方怎么回事嘛？

而且一上线就敢砸的（假设运气不好，遇上韩国所/美国所上了） 那他不就傻了吗？还是他被另一个mm买掉筹码…. 哭都来不及

收益大头肯定不在现货收益上"
1898032549274018164,Fri Mar 07 15:26:38 +0000 2025,07_listing_lobbying_power,2,0,1521,5.0,@colinwu 其实bn当年也有做过类似的投票上币 后来估计因为1的问题（变成大户的提款机）而暂停
1897883254507946267,Fri Mar 07 05:33:23 +0000 2025,09_trader_mindset_essays,3,0,308,6.5,"提供另一个视角战略储备的视角：
这个事情不是特朗普的一言堂，要党内同意/国会通过/政策制定/执行等等环节，每一个环节都会卡死整个事情
尤其这个没有先例的事情，真心是越简单越直接越好 （kiss), 确保反对声越小

所以这种以不卖btc的方式/罚没收入的方式可能是最容易的low hanging fruit，不管怎么说，想开了个口子再说

你又要快？又要有好？又要便宜？ 你以为这是你家开的餐馆啊？

#btc #btcreserve"
1897838269007810733,Fri Mar 07 02:34:38 +0000 2025,09_trader_mindset_essays,3,0,311,5.8,i guess the only reason why @PundiXLabs is not in the list - is we do NOT pay for fake advertisement
