推文ID,发布时间,JEV评级,JEV得分,点赞量,转推量,浏览量,推文正文,原推链接
1856692219354435650,2024-11-13 13:34:55,S,76,260,42,373057,"用马斯克第一性原理看doge，为什么要一直捏着。
回归本质首先确定性的
1.马斯克和特朗普亲密关系变得更强了，特朗普已经明确会组建doge部门。
2.美国散户把cb冲到了金融app下载量第二是确定的，增量存在。
3.马斯克doge部门的名字是针对doge特意拼出来的名字，百分百首富马斯克主导。
4.加密大牛市，doge的市值非常适合无数个上亿的资金的大户买单笔交易，从容量和爆发力的角度看，目前它是最强最适合的币。

再其次看预期。
1.从热度和影响力，doge都是最符合下一个etf的目标。
2.全美国和全世界的民众和媒体到时候都会盯着doge部门的变革和成就。doge的影响力能辐射到全球每一个人，并且不断刷屏。
这很可能是现在10倍以上的曝光度，也就是市值很可能会再扩大数十倍。
3.现在是meme牛市，doge是meme鼻祖，一旦成为etf，传统资金的机构投资者和散户对doge投资兴趣肯定会远胜于eth。
按照eth每天贝莱德的购买金额，doge的买入金额预期完全可以超过eth，价格也有机会超过eth的4千亿。
eth价格相对于doge明显虚高了，doge虚低了。

综上看，doge10美金一个贵不贵？agree or not？",https://x.com/xiaomustock/status/1856692219354435650
1917082549589053515,2025-04-29 05:04:32,S,75,681,168,323086,"再水一条非常有价值的推特.
我23年刚做推特也没人关注，不存在什么推特发操作记录能产生流动性，500u能翻到180万刀就用这个思路做的.今天公开一下.

不管是链上meme的狗庄还是交易所暴涨代币的狗庄.
如果有发现庄家有链上屯币行为.
一般机构化或者甚至是交易所自身下场的巨无霸狗庄，会对新建的钱包地址进行校验.
一般会转一个币进去，再转一个币出来，再转特定数量的币进去做标记.
这是当时auction狗庄操作时创建的地址校验流程.
1/1/1.23.
不同狗庄会有不同创建校验的方式，sol链meme或者evm系狗庄.回溯不同爆拉的meme按照不同的狗庄地址校验方式分门别类标记起来.
再根据统计标记出来的狗庄囤积操作的地址分析狗庄的操作模式.

我只提供思路，无购买意见🤡
有sol链写好弄出来的可以找我分享一下.",https://x.com/xiaomustock/status/1917082549589053515
1688776672995098624,2023-08-08 04:58:29,S,74,386,69,126810,"我第一次接触合约是2018年初，朋友说下跌可以用合约套保，他天天晒收益心动死，行情不好多空都赚钱多爽，而且从他收益情况看起来也不难。于是就跟着他开多开空eth和btc。单边行情起飞，后面ok隔三差五的插针，他那会的钱在深圳也能买房了，亏干净了，他女朋友和他都退圈了，我也亏完了。很多人去ok大楼维权，有一个富婆群友亏了1个多的小目标被ok定点爆破，保证金都不让她加，另外一个朋友过生日开了俩千多万的eth，灯关了吹蜡烛，尼玛吹完瞬间插针爆仓的。还有一个福建的朋友，18年确实有几千万，很多人跟他开单合约（我以为自己很牛逼也这样干过，欠了很多钱，21年才还清），19年爆仓完了，到处借钱，我就知道他完了，现在也没起来。这样的例子数都数不清，眼睁睁见着很多人从巨富玩合约亏完离场。
18/19年那会的交易所没有现在这么规范，直接拔网线的（币安，ok，火币都经常干），插针的（币安，ok，火币也都经常干，但ok最多一些）。那会ok插针多很大原因是那会ok的杠杆倍数是最高的，直接百倍杠杆😂爆仓当然很平常了，维权的也多。那俩年跳楼的，跳河的，玩合约挪用公款进去的，喝敌敌畏的，以前有名的反指蔡署应该亏到最后进去了。
20年的312也一样无数人归零，有个朋友去厕所撒了一泡尿，回来一看自己的一倍杠杆都爆仓了。
    想玩合约就得有损失所有本金的觉悟，你能不能承受得起，你有没有负债，有没有老婆孩子每个月的固定支出，如果有，真亏完的时候会让你丧失人性，对家人对朋友欺骗，即使保持理智，你也会巨痛苦，整日在死亡边缘徘徊，低三下四找身边所有人借钱继续玩合约，你的人格如果不允许你做出不道德的事情，自己没能力还清所有债务，那你会觉得你的人生失去意义，你甚至会有轻生的念头，这可能是你离死亡最近的时候。
（我那会的做法是停了所有债务的还款，拿我姐的3000块钱，正好yfi，yfii，从墨客手里买了珍珠peal，买了tai，俩个都涨了几十倍把债务还清了。但后面又没忍住玩合约，觉得fil大空气币30美金价格做空赚来的200万还是亏掉了，最难受的就是这一次，从这之后就不玩了，顶多超级确定机会小资金一俩倍杠杆，后面又借的朋友的2000u翻上岸）
亏完+负债的那些个日子真是我一生的噩梦，再不想经历，太痛苦，太绝望，甚至真会有轻生想法，所以我也不希望你们经历一遍，别再搞合约了，不要觉得自己玩合约牛逼，你不知道背后的对手是什么样，他们没有任何道德。",https://x.com/xiaomustock/status/1688776672995098624
1977977622249513461,2025-10-14 05:59:48,S,73,303,65,196656,"币安理财产品的设计缺陷和流动性缺陷，导致大量大户的资产被币安接管后砸向市场.

我们这些并没有参与它理财产品的散户被币安接管资产砸盘砸到爆仓，币安叼毛赔偿没有，
找一大堆舔狗舔吹嘘币安格局，但对你们的错误闭口不提.
@heyibinance @cz_binance 你们缺一个对我们这次爆仓散户的道歉，这是几百万个家庭资产血本无归，
这是被你们接管资产砸崩的.
币圈有史以来金额最大的灾难，你们这史无前例的接管资产砸盘波及面不仅仅是币安还传导到别的交易所用户，数不清的币圈玩家只知道自己的仓位没了资产清空了，
但不知道真相是被你们理财产品设计的缺陷无辜受伤！
真他妈操蛋极了，意难平.",https://x.com/xiaomustock/status/1977977622249513461
1883081761946767602,2025-01-25 09:17:32,S,70,221,66,148250,"任何时间，首先要相信自己能成，然后感知市场变化一直做调整.
什么热炒什么，赚不到钱就先赚经验.
踏空是福报，说明你没有被套牢.
炒币最好不要二进宫，除非在小市值的时候看走眼了.

跟着经常能拿到结果的人玩.
相信自己能赚到钱，不是说要相信自己的判断，你现在赚不到钱很大原因就是你的判断有问题，找一堆有结果的人跟他们玩.

把有结果的人玩的也过滤一遍，他们小p的别玩直接pass，他们大p的跟着p些.

没钱之前，勤奋是最快变富的方法.花精力盯着有结果的人的操作，第一时间干（早10s都不一样），然后哪怕吃后面他们屁股跟风的人的钱，快速浇给后来的人，留下利润.

资金多，小p的不关注，好的机会不只会只有少数人才能看见，要我这种懒人都看见，那说明这个机会真牛逼，传播度够广.这时候再去看这个机会的角度如何，如果比较宏大而且持久，那就可以干一把大的。

没有他们买的早，但我要买的多看得准拿的久，一样比他们买的早的赚的多。

市场资金不会一直闲着，有大把人在不断攒局搓盘子，也有大把有梦想的人在ai领域不断前进.

现在的市场如果换个角度看，比任何时候都好赚钱，因为同一时间市场热度只有一个，爆拉的也只有一个，非常好买中.
sol链example：
goat阶段：第一个ai币，全市场唯一龙头持续爆拉.
pnut阶段：拯救美国，全市场唯一龙头持续爆拉.
ai16z:ai框架热炒阶段，市场唯一龙头持续爆拉

trump阶段：美国总统发币，市场唯一龙头持续爆拉.

关注和热度都非常集中聚焦在单个币上面.
那么亏钱就在于三个原因：
1.龙头小市值阶段错过去买入龙二龙三龙四.

2.龙头30%以上回撤下跌熄火后，依然
继续p其他币，立刻就寻找下个p的机会进去p，或者立马买入别的山寨.

3.龙头熄火后还一直捏着龙头，最后一场空.

如果你觉得现在市场难炒，你放眼整个链上甚至加上垃圾交易所，你觉得现在哪个币这俩天爆拉的最耀眼？
信不信评论区回答是一样的？你们会得到答案.

这是最好赚钱的交易市场，热点很唯一！",https://x.com/xiaomustock/status/1883081761946767602
1935387762313900144,2025-06-18 17:22:54,S,70,150,37,248498,"摘《为什么Coinbase才是RWA之王？为什么要SELL CRCL？》

 $Coin 才是RWA（现实世界资产）赛道的终极霸主，远远甩开了Circle（ $CRCL ）！不仅仅是USDC，Coinbase正在打造一个集股票代币、国债、货币基金等于一体的金融帝国，开启下一轮资产数字化革命。
合规护城河+机构信任背书：Base网络由Coinbase主导，成为RWA领域合规与透明度的黄金标准。机构和大资金只信任有监管保障的平台——Coinbase已经成为行业标杆，而Circle还在追赶。
不止USDC——股票代币、国债、货币基金全覆盖：Coinbase早已跳出稳定币的单一赛道，凭借S&P 500成分地位和收购Deribit等布局，已将股票代币、美国国债、货币市场基金纳入生态。用户可以24/7交易、借贷、赚取收益，资产流动性和可组合性远超传统金融。
网络效应+深度流动性：Base网络正成为RWA发行方的首选，越来越多RWA项目涌向Coinbase生态，享受安全、合规和机构级流动性。流动性越深，网络效应越强，Coinbase正在主导RWA全行业的资金入口。
绝对“守门人”地位：Coinbase不仅持有Circle股权，还掌控USDC和RWA关键协议的分成与决策权。Circle的RWA扩张和USDC业务，离不开Coinbase的背书和流量分发，Coinbase就是RWA赛道的“高速公路收费站”。
股票代币化——下一个超级风口：Circle还在收购初创公司试水，Coinbase已经将股票、ETF、国债等传统资产全面上链，目标市场是数百万亿美元。Circle只是跟随者，Coinbase才是真正的领航者。
被动依赖，缺乏主导权：Circle的RWA野心被Coinbase牢牢锁死，所有重大合作和分成都需Coinbase点头，主动权完全旁落。
追赶者而非引领者：Circle近期收购Hashnote等动作只是亡羊补牢，市场和资金早已流向合规、流动性强、机构认可的平台——Coinbase。
无护城河，无溢价能力：随着RWA和股票代币化进入主流，Circle的角色日益边缘化，真正的利润和资金流都在向Coinbase这样的超级平台集中。
结论：
“RWA超级浪潮已经来临，Coinbase凭借规模、合规、网络效应，全面统治USDC、股票代币、国债等核心资产。Circle被动、依赖、迟缓，注定只能吃残羹冷炙。想抓住下一个万亿美元级别的资产迁移红利，现在唯一的选择就是——买入COIN，卖出CRCL！错过这波，未来只能望洋兴叹！”
Coinbase才是现实世界资产数字化的终极入口，别再为二流选手买单。",https://x.com/xiaomustock/status/1935387762313900144
2020380013733028322,2026-02-08 06:11:46,S,67,702,108,219510,"翻了半天终于找到了当年cz俩口子搞死ftx再收购ftx的原始推文.关键资金求助时间节点假合作拖到ftx死亡后cz俩口子再拒收购ftx彻底搞死ftx.

最近爆火的Claude母公司就是当年ftx在ai领域build投资的Anthropic，当时持有13%还多的股份.
也就是说ftx还在的话，
全球最强的编码ai外部第一大股东就是币圈公司.
Crypto会变成跟ai联系最紧密的行业，同时还能得到ai收益的源源不断输血.
不过一切如梦幻泡影，
如果2026年有雷会不会是币安倒闭.

这俩口子根本不会支持创新，一门心思在干死币圈所有创新和可能性.",https://x.com/xiaomustock/status/2020380013733028322
1739308131619086838,2023-12-25 15:32:28,S,67,302,39,226598,"我继续加仓了十几万u的sats
对于今天的假消息，我想起来在比特币2.7万刀的时候，一条假消息说etf通过了，比特币瞬间拉到3万美金。
“大家都知道假消息可以涨到3万美金了，真消息呢？”

这俩个事件有异曲同工之处，
核心是：影响价格的事件本身是早晚必定发生。

比特币etf必然通过只是时间问题，
币安web3钱包必然上线铭文，也只是时间问题。

假消息尚如此，那么真消息会多爆炸。
彼时假消息btc3万刀，现在etf还没发生，btc已经4.4万刀。

切换到铭文上，今天的ordi和sats还没破百去0，那么有真消息未发生做驱动，破百去0不就仅仅是时间问题，
而且这个时间不会太长，币安开发了这么久，现在应该有所觉悟了，假消息1.4号上线，那么我大胆预估真消息顶多1.20号就能上线。

拥抱铭文，拥抱比特币生态，
祝大家圣诞节快乐，在这波牛市都赚足钞票去和爱的人放肆享受余生享受世界！",https://x.com/xiaomustock/status/1739308131619086838
1690973009627279360,2023-08-14 06:25:56,S,66,28,14,14926,"第一个策略就是Long-short策略（即股票多空策略，同时持有股票多头和空头）这是海外对冲基金最常见的策略，但投资中不存在完美的策略，尤其是做空的风险不可控，不但要判断个股的基本面还要判断短期的股价，难度显著加大。

7.11号的时候深圳一家私募基金善道投资，就因为这个策略在美股因为ai大暴涨的一年居然爆亏出局。

他们主要仓位是做多美股的大市值的价值股，小仓位是做空几只从没有实现盈利，更从没有创造过现金流，只有不断融资,甚至年内就可能无法支付债务利息而破产的垃圾个股。

按正常的思维去看，做多价值股，做空垃圾股，垃圾股早晚归零退市，价值股飞天，必赚的策略，肯定收益很好。超过30%的美国对冲基金（约6830亿美元资产）专门从事类似的多空策略，是对冲基金中的主流策略。

深圳这家私募基金在去年用这个策略也确实给基金赚到了钱，今年在ai行情的大年，按理应该赚更多的，投资经理杨群勇说“我们没有想到在这么高利率下，美股居然跑出这么大的牛市，虽然我们买中了美股今年涨幅最大的AI和算力，然而我们用来保护多头的美股垃圾空头个股的涨幅远远的大过我们的多头，完全吃掉了多头的收益。”

还有一个策略是同板块的汇率多空，龙头会不断挤压市场份额，同板块的垃圾币股会因为对手垄断失去市场。那么就是在更有潜力和成长性的“价值币股”做多，对同板块垃圾币股做空，我有一个朋友试验过很长时间这个策略，大部分时间是有效的，收益为正，但是出现了一次极端情况直接把前期所有收益夺走了。

这俩种策略都是类似，做多价值币股，做空垃圾币股，但是只要涉及到做空，那就代表着风险无限，美股的垃圾股游戏驿站的股价曾经暴涨让无数做空者损失惨重，就是最经典的案例，因为短期股价可以涨到天上。

在币圈也一样，因为它是垃圾，所以散户更愿意把被套的筹码像丢粑粑一样扔给庄家，不会像“价值币”比如比特币一样抱死不动早晚一天会回本。这样对庄家来说更容易获得极高的控盘度，那么操纵价格就非常简单，不用担心顽固分子抱着筹码不扔出来，等自己拉很高了丢出来被散户割。

垃圾币垃圾股一旦被庄家盯上拉盘，这俩种策略会瞬间失效，而且时常发生这种情况，很多人之前做多arb，做空op，sui，结果op爆拉。

币圈有非常多的人潜移默化的喜欢做空爆拉起的空气币，其实也是在受这种思维影响，总觉得垃圾早晚归零，一看ygg爆拉，立马追着去做空，stmx爆拉也跟着做空，lina，lpt，blz都一样，肯定都是空气，都是垃圾，但是有多少人做空赚钱了？多少人被拉爆仓，就像飞蛾扑火一样，前赴后继。

即使劝不了很多赌狗别搞合约，但是还是给你们一个也很真诚的建议，别做空任何币！永远，永远，永远，也别去做空！

我记着18年还是19年有一段时间，usdt被传暴雷，很多币包括比特币以太坊bch先跌了一下，很多人跟着做空，结果反过来瞬间暴涨收割了很多很多人。

还有一个是xrp被起诉，也是先暴跌后暴涨，甚至21年拉到天际，多少人的尸骨堆起来的xrp的价格。

ada这个大垃圾也一样，20年小数点后面一堆零，一直涨到零没了。转眼去看shib，pepe也都是，币圈哪里来的价值币，都是空气，但是你敢做空，遇到强庄，人家就可以用你的阳寿拉盘，让你上天台！！！！",https://x.com/xiaomustock/status/1690973009627279360
1859240435375599900,2024-11-20 14:20:37,S,65,260,33,213643,"比特币这么涨，散户兴奋不起来，大家可能靠比特币发不了大财，再涨七八倍，手里的一万块钱只能是七八万，meme肯定我们散户是暴富的首选。
不过赚钱以后利润可以留一部分配置比特币就当存钱。即使套现，如果套现100块钱，30块钱买成btc，70块钱套现。
我这段时间玩meme有个小心得，
1.明确知道谁发的meme
2.有故事，不管是dev砸盘清盘，还是互喷，还是被盗，交易事故，新闻，或者是被名人看中等等杂七杂八的故事。
有这俩点就比纯蹭名字图片的赢钱的概率高无数倍，我也敢大仓位干1%。

有没有用的对自己思考做个记录，不构成任何投资建议。",https://x.com/xiaomustock/status/1859240435375599900
1778997516425670751,2024-04-13 04:03:54,S,65,220,44,1039580,"如果来了熊市，那这个熊市就是最恐怖的熊市！
币安今年上的绝大多数币流通量都只有10%左右，未解锁市值都是几十亿美金，据说币安排队上的项目已经排到了年底。估计这些币安的ieo流通部分可能吸走数百亿流动性，未解锁的部分在牛市末期和熊市会吸走上千亿资金。
币安这些新币很可能是牛市末期加速熊市到来的罪魁祸首。

比特币独立于整个加密垃圾市场，一直牛市。然后无数次小幅回调小幅拉升。",https://x.com/xiaomustock/status/1778997516425670751
1767490708980810111,2024-03-12 09:59:58,S,64,555,123,473659,"比特币会出现一个奇点，就是机构财团把交易所里面流通的btc买干净，造成交易所流动性极度稀缺，进而极小的金额都可以快速爆拉btc，那会可能btc30万美金然后爆拉到一百万美金甚至更夸张。

现在btc被贝莱德微策略他们连续不断的从交易所买入btc现货提出交易所的行为与trb狗庄的玩法如出一辙。都是把交易所大量的浮筹提到链上。现在btc的价格可能仅仅相当于17/18块钱的trb，狗庄刚从9块钱拉了一个翻倍。
但是提币到链上的动作依然没有停止，还会持续很多个月。直到造成交易所内的极度稀缺性，然后操纵btc价格疯狂爆拉，那时候btc一天涨10-30%很常见很轻松，跌也是，完全成为机构资本的玩物，trb在那种时刻被拉到600，简直匪夷所思，脑细胞跟不上它这个价格，btc也一样会发生这一幕。",https://x.com/xiaomustock/status/1767490708980810111
1834904060056813921,2024-09-14 10:36:33,S,64,146,8,198638,"usdt的价格一直低于人民币汇率价格，u的价格一直倒挂的，基本没增量韭菜，就剩华尔街吊着。
如果市场诱惑足够大，有shib这种涨千倍的机会，甭管冻不冻卡，风险大不大，溢价，挤破头都要进来。
山寨现在这个流动性相当于买进去就在等活菩萨拉盘，交易人数太少。

这地方怎么赚钱呢，对我这种从来不做空的人，我自己只能等btc每次暴跌的时候现货抄底一下。

下次吸取教训，只抄底btc。涨幅收益最大，风险还最小，再也不抄eth了，只涨一丢丢。",https://x.com/xiaomustock/status/1834904060056813921
1899723826419978371,2025-03-12 07:27:10,S,64,144,41,209219,"比特币的短期涨跌很难预测，甚至说是赌博.
但是山寨币我能不知道吗？
这些狗项目方发币就是为了砸盘圈钱的，开盘把市值弄的高高的一路砸盘割韭菜.
短期看这些上交易所的山寨新币暴跌，
长期看这些垃圾归零.
确定性太强了.

遇到牛逼拉盘的止损不玩，10个能有一个拉盘就撑死了.
每个山寨垃圾如果上涨10%止损，下跌20%止盈。
那么如果用1万u本金，每次开2万u空的话，
1次亏2000，9次赚4000u.
整体收益3.6万u-2000u=3.4万刀利润.

理想化的设计，最好10个为一组，每次都按第一次本金比如1万u的双倍2万u空。
第一组结束后比如本金总和到了4.4万u.

那么就开始第二组，
每次都按照初始本金4.4万u的双倍8万u空，10个一组，
每次盈利20%可以1.6万u，亏10%8000u损
  10次下来16万刀-8000亏，15.2万刀利润
总本金来到了19.6万美金。

到了10万美金以上这个级别，可以固定每次空10万u，盈利20%止赢，亏10%止损。
一直重复，不增加做空金额，干到他娘的100万美金。
用概率取胜，因为始终拉盘的是极其少的少数。
垃圾币太多了，你牛逼我就换下一个垃圾币。",https://x.com/xiaomustock/status/1899723826419978371
1735169415698870555,2023-12-14 05:26:41,S,63,519,121,275528,"一定要抓住这一轮比特币牛市，用这一轮牛市实现阶级飞跃，这可能是你们人生最后一次自由的机会，一定要抓住。

肺腑之言，爱你们，这一轮是我们散户优先的牛市，错过不复再。

尤其是比特币上的铭文，符文只要是新的一定去打，比特币基建不管人家搞出来没有，一定先去买，先别去怀疑，趁着市值低买，花不了几个钱。

比特币生态的基建，借贷，稳定币，跨链桥，农场，预言机，打新分发，游戏等等。
逻辑还是我引用的之前写的这个逻辑。

如果信我，一定要参与进来，亲身去体验所有比特币相关的东西，放弃自己所有的偏见，先进来看看，体验，感受，再去考量自己之前的判断对不对，偏见合理与否。",https://x.com/xiaomustock/status/1735169415698870555
1742428728066822263,2024-01-03 06:12:36,S,62,204,26,63675,"加密的骗术五花八门，一定要万分小心。
1.推特链接不要随便点，群聊的链接也不要随便点。
2.参与啥玩意之前最后有人先参与，最好参与的懂代码是科学家，他们先弄了再尝试去看看。
3.看不到声音和热度的东西尽早离开尽量别参与，不要因为好面子碍于情面作出非理性投资。
4.如果给你说的人异常靠谱胜率极高，按你的头，忽略第三点，但也要控制好比例。
5.链上的东西最好新钱包，极小额测试流程，再做决定，以免被钓鱼或者因为不知道的规则资产被盗或者被锁定被貔貅。
6.辨别能力差就老老实实在交易所躺着，别瞎折腾，也别给任何陌生链接你的交易所验证码啥的，别相信陌生链接发你的中签，中奖，有羊毛。
7.分散资金降低系统性风险，钱包，交易所分开多个，以防交易所倒闭如ftx这种重演，单个钱包被黑客盗。
8.不要贷款，不要卖房，不要借钱做不理性投资，一旦出现1%的非正常风险造成血本无归，那就会把自己陷入万劫不复。
9.不要对任何加密货币有信仰，全是骗局，保持理性思考去分析。
10.理性看待财富，珍惜拥有的，对任何投资都要事前打分，祝你们能坚守住自己的成果。",https://x.com/xiaomustock/status/1742428728066822263
1896845145561272416,2025-03-04 08:48:19,S,61,269,47,254872,"山寨长期价值是0，开盘即巅峰，几乎所有交易所都一样。
那么空1000个山寨，每个金额一样，长期是不是稳赚，跟朋友学到的策略。
但是我比较专一，我喜欢只买一俩个币。
之前弄过几百u赚一百多万刀的这种挑战。
我想换一种方式去实现这种操作，

每一个新币都按一定策略金额比例和止盈止损去空，一年结束是不是弄个1万u挑战也能变成100万美金？.

随着市场变化，我觉得我永远不做空的习惯只能给btc，不实用于所有交易所上的每一个新币，习惯应该微调了。

我找时间弄一个新号空所有交易所上的新币这样做看看结局会如何？",https://x.com/xiaomustock/status/1896845145561272416
1728983334351687770,2023-11-27 03:45:24,S,61,154,35,62491,"费率指标的有效性，跟行情持续时间有很大关系。
在熊市尾声阶段，做空的人数和习惯做空的人数比例非常高，费率指标会异常的明显而且有效。
当牛市开始，所有代币都在不断拉盘，很多习惯做空的散户都会慢慢被暴打成多军，他们的交易习惯随着行情的持续变化而变化。
在牛市的行进过程中，散户做空的比例就已经非常小了，基本上怎么拉盘，费率都看起来正的，或者很难变成顶格的-2%，
牛市行情什么时候收手很难判断，尤其是山寨币，可能有些山寨币拉盘拉到庄家都被送下车了，散户自己还在fomo拉盘。

之前的想法最好，当牛市夹子，插针抄底，拉盘就加价送给有缘人，期间不做任何操作。",https://x.com/xiaomustock/status/1728983334351687770
